"leaf_mass_per_area","leaf_length","leaf_width","plant_height","leaf_area","wood_density","leaf_thickness","leaf_N_per_dry_mass","seed_dry_mass","leaf_P_per_dry_mass","leaf_C_per_dry_mass","plant_diameter_breast_height","leaf_lifespan"
NA,-1.03715296783049,-0.0461869145340347,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.45889469286519,NA,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.886626830738117,NA,0.197074020698084,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.22138207045032,-0.455940546889075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.783291137765187,-0.800079683874459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.197074020698084,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.603494007445977,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.18110052026135,-0.666582878095331,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.833343310943078,0.378359246704617,0.197074020698084,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.386196258132098,0.0515854756324112,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.724726653803309,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-1.17410890061682,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.130129865991209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.386196258132098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.509330882654411,NA,NA,0.806351125452841,-0.177366467110286,NA,0.814874352451711,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.806351125452841,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.08473202481036,-1.47099259193205,0.197074020698084,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.197074020698084,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-0.724726653803309,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.314358968611042,-0.369699186780101,1.99776121381563,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2.15894158251709,1.23002440621149,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.979195355889315,0.302112579379396,0.849867912911049,1.19719318567156,0.134037333707291,NA,1.31907249214184,NA,-0.145312127448597,NA,NA,NA,NA
0.141393093523261,0.107382756423663,0.378359246704617,2.33742890470899,0.451380976518121,-1.43787085452753,0.300425839851577,-0.372413256683008,NA,-0.239066751199346,NA,NA,NA
NA,0.186071603994978,0.511856052483745,2.33742890470899,NA,-1.3385150838548,NA,NA,NA,NA,NA,NA,NA
0.00267476380813568,0.592664133228237,0.885885269226104,2.33742890470899,0.786091061767755,-1.53156141338982,0.381571340152187,-0.391174913519203,1.21080887034312,-0.123629666840777,0.569034784140493,NA,NA
NA,1.18755280782178,-0.12916677581687,-0.263826316552613,NA,NA,NA,-0.925693055916537,-0.0209037126735038,-0.596346972772973,NA,NA,NA
NA,1.20521354554428,1.67848496451814,2.45866155106632,1.5192089314283,-1.27385014009309,NA,NA,NA,NA,NA,NA,NA
NA,0.46920953639847,0.511856052483745,2.26737062767702,NA,-1.72703525656255,NA,NA,1.19398675537056,NA,NA,0.779752457564325,NA
-0.197833382786999,1.71394175590149,1.07798976785422,1.87652856745829,NA,-0.268637423420742,NA,NA,NA,NA,NA,0.160487983487685,NA
NA,0.727757895642523,1.07798976785422,1.90260793476519,0.991728356048361,-0.509512082626154,-1.23393302156669,NA,NA,NA,NA,NA,NA
-0.71951767146552,0.802187363138388,1.39341129174759,1.72815179995423,0.823942414820147,-0.256731744231761,-0.481262032847617,1.91138997872032,NA,1.82048921433335,-0.11723673222725,NA,NA
NA,0.385176929027506,-2.27175040156104,-1.06439434469667,NA,NA,NA,NA,-1.55778798705786,NA,NA,NA,NA
NA,-0.152444954326521,0.840579772180608,1.26725146270354,NA,NA,NA,NA,1.70488319004338,NA,NA,NA,NA
-1.17713907768965,-0.268852033847622,0.581642668975238,1.99776121381563,2.07053319286295,NA,NA,NA,1.70723741622606,NA,NA,NA,NA
NA,-0.130129865991209,0.792285000181494,1.72815179995423,NA,-0.128440691727436,NA,NA,1.13006003613047,NA,NA,NA,NA
NA,-0.416777828611628,0.722498383690001,2.18905213720493,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.82418634280489,NA,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.317507421183636,0.615284945694705,1.18276896054133,1.72815179995423,NA,NA,NA,NA,1.01456351495968,NA,NA,NA,NA
0.192926754348123,0.622394638773855,1.36808325338925,1.38848410906087,0.898273242174324,0.0390712134506203,NA,NA,1.09998412703721,NA,NA,-1.02194850857114,NA
NA,0.234178881086762,1.03865174700043,1.11887469519948,NA,NA,NA,NA,NA,NA,NA,-0.0796814382119401,NA
NA,-0.0872314895013295,0.849867912911049,1.03008451380614,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.704054602351322,1.58551579037571,1.26725146270354,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.697382009477071,0.765811082787075,1.26922723822731,1.99776121381563,1.19221589274865,0.071608569468269,NA,NA,1.54236627684049,NA,NA,-0.275914144022565,NA
-0.654227374406988,0.112321602697603,0.808739743798976,1.38848410906087,NA,NA,NA,NA,NA,NA,NA,-0.712316271532815,NA
-0.359590065564059,0.553207778517009,1.10670738094623,1.72815179995423,1.43563935383269,0.63269607632134,NA,NA,1.18851606654468,NA,NA,-0.275914144022565,NA
NA,0.545473689108796,1.2744140741497,1.26725146270354,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.77090282300985,0.782231680566678,0.197074020698084,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.31162699793147,0.624725993523555,-0.603494007445977,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.58667372039002,-0.637865265003317,-0.724726653803309,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.46852851810747,0.0283389112262533,-0.412203084056672,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.33616290624516,-0.412203084056672,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.60032044442694,1.21709736948554,-0.873103421307369,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.77090282300985,-0.579257572154328,-0.412203084056672,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.551871591025913,-1.6816349231383,0.466683434559476,NA,NA,NA,NA,0.422437216582834,NA,NA,NA,NA
NA,-0.759358795226644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.833343310943078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.8546972623967,-0.759358795226644,-1.50854981269649,1.11887469519948,-0.423579934737027,0.918024119922217,NA,NA,0.0928703252881018,NA,NA,NA,NA
NA,-2.08812362210063,-1.90873199796204,0.466683434559476,NA,NA,NA,NA,-0.303944681443973,NA,NA,NA,NA
NA,-1.26373022498931,-1.54813811735918,0.466683434559476,NA,NA,NA,NA,-0.142258245056342,NA,NA,NA,NA
NA,-1.35555899989226,-1.36865816036697,0.806351125452841,NA,1.02170911285472,NA,NA,-0.2744079335511,NA,NA,NA,NA
NA,-1.1655225485444,-1.19893179561203,0.806351125452841,NA,NA,NA,NA,0.38481962372838,NA,NA,NA,NA
2.69006914227919,-0.0768463461961705,-1.40120597544056,1.57977503245017,-2.57470023859896,1.77056881801067,NA,-0.568138593144798,0.797415435140692,NA,NA,NA,NA
NA,-2.24338105011682,-1.7321518676346,1.53686087656493,NA,NA,NA,NA,0.31029352727487,NA,NA,NA,NA
NA,-1.51585575997355,-1.90873199796204,0.197074020698084,NA,NA,NA,NA,-0.018699611928493,NA,NA,NA,NA
NA,-1.40561117307015,-1.54813811735918,1.19719318567156,NA,1.27740605991308,NA,NA,0.116690617727743,NA,NA,NA,NA
NA,NA,NA,0.345450788202144,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.806351125452841,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.345450788202144,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.654361775311539,-1.35555899989226,-1.58998980952994,0.806351125452841,NA,NA,NA,0.123545517529458,NA,-0.628707542083411,NA,NA,NA
2.17958806907194,-1.40561117307015,-1.12685345494666,0.466683434559476,-0.281827839252345,NA,2.49870782427285,-1.08797823596493,0.191865743161985,-1.8845649839929,0.229095517909322,NA,NA
NA,-2.5501468973243,-1.43526817631937,0.466683434559476,NA,NA,NA,NA,0.497227712430677,NA,NA,NA,NA
NA,-1.64312379548502,-1.7321518676346,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.26373022498931,-1.7321518676346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.973613316060618,-1.50854981269649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.10599349178634,-1.63437947746815,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.03715296783049,NA,0.00578309730877931,NA,NA,NA,NA,0.355588965265768,NA,NA,NA,NA
NA,-0.973613316060618,-1.78641411582542,0.466683434559476,NA,NA,NA,NA,0.0945056237821158,NA,NA,NA,NA
NA,-1.64588041910358,-1.43526817631937,1.53686087656493,-0.301700544933919,0.0281560885374185,NA,-0.41010791205815,0.378687130882091,-0.964054779496333,NA,NA,NA
NA,-1.40561117307015,-1.84502180867441,0.197074020698084,NA,NA,NA,NA,-0.107405801217035,NA,NA,NA,NA
NA,-0.551871591025913,-1.43526817631937,0.00578309730877931,NA,NA,NA,NA,-0.0275937324390986,NA,NA,NA,NA
NA,-1.8806364178999,-1.75878044856543,0.657974357948781,NA,NA,NA,NA,0.0421008467312295,NA,NA,NA,NA
NA,-0.783291137765187,-1.78641411582542,-0.873103421307369,NA,NA,NA,NA,0.571512708810688,NA,NA,NA,NA
NA,-1.35555899989226,-1.6816349231383,0.806351125452841,NA,NA,NA,NA,-0.0209037126735038,NA,NA,NA,NA
NA,-1.7936499325774,-1.63437947746815,0.806351125452841,NA,NA,NA,NA,-0.012162952694885,NA,NA,NA,NA
1.26381424089301,-1.18110052026135,-1.58998980952994,1.26725146270354,-0.393130704912142,0.709655613786802,NA,NA,0.215138449573223,NA,NA,NA,NA
NA,-2.37254921996933,-1.47099259193205,0.197074020698084,NA,NA,NA,NA,0.100977376866336,NA,NA,NA,NA
NA,-1.71496108500608,-1.90873199796204,1.26725146270354,NA,0.922232601177464,NA,NA,0.0709454841715679,NA,NA,NA,NA
NA,NA,NA,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.657974357948781,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.51585575997355,-1.50854981269649,0.657974357948781,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.808981664508505,-2.05121879648281,-1.77523519218291,1.53686087656493,-0.718784830426073,0.0770014142669938,NA,-0.0608558680438931,0.13325668142604,-1.02067822807382,0.406777861705848,NA,NA
1.66165393944269,-1.40561117307015,-1.30760570639595,1.53686087656493,-0.341904574388603,1.51172811623699,NA,0.209939223535013,-0.043677364283261,-0.205679705624692,0.0739833527268021,NA,NA
NA,-1.00477203302066,-1.36865816036697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.00477203302066,-1.47099259193205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.22138207045032,-1.40120597544056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.51585575997355,-0.420216131276394,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.8806364178999,-1.87618418288845,0.466683434559476,NA,NA,NA,NA,0.110483029816283,NA,NA,NA,NA
NA,-1.97787903519723,-1.7321518676346,-0.263826316552613,NA,NA,NA,NA,0.259920303379951,NA,NA,NA,NA
NA,-1.99878162018244,-1.75878044856543,0.197074020698084,NA,NA,NA,NA,-0.0390121976098136,NA,NA,NA,NA
1.7216656126554,-1.75336838238842,-1.52177108502045,0.806351125452841,-0.634279337581551,-0.221262028170573,NA,-1.00018546244157,0.105759909280407,-1.13716810143699,0.304742977198043,NA,NA
NA,-1.64312379548502,-1.58998980952994,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-3.41688844897461,NA,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.40561117307015,-1.47099259193205,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.937541708246012,-2.02022718973622,-1.75878044856543,0.657974357948781,-0.793432351309527,0.567987318995107,NA,NA,NA,NA,NA,NA,NA
NA,-2.20174493357518,-1.87618418288845,0.197074020698084,NA,NA,NA,NA,-0.110191207914673,NA,NA,NA,NA
NA,-1.18110052026135,-1.63437947746815,0.466683434559476,NA,NA,NA,NA,-0.14839073790263,NA,NA,NA,NA
NA,-1.46220374742223,-1.65010653778151,0.466683434559476,-0.727129758490216,0.331321000713082,NA,NA,-0.184010550453588,NA,NA,NA,NA
NA,-1.64312379548502,-1.50854981269649,0.197074020698084,NA,NA,NA,NA,0.113599492459479,NA,NA,NA,NA
NA,-0.187090933099569,-1.40120597544056,0.466683434559476,NA,NA,NA,NA,0.646070449026083,NA,NA,NA,NA
NA,-0.807937983166802,-1.54813811735918,0.806351125452841,NA,NA,NA,NA,-0.190861300009667,NA,NA,NA,NA
1.36539370699249,-2.14930775727481,-1.84502180867441,0.197074020698084,NA,NA,1.18294172474492,-0.467966986315826,-0.00786679044500958,NA,NA,NA,NA
NA,-1.00477203302066,-1.63437947746815,-0.14259367019528,NA,NA,NA,NA,0.13325668142604,NA,NA,NA,NA
NA,-1.07085593335795,-1.63437947746815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.759358795226644,-1.36865816036697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.58741475433537,-0.759358795226644,-1.40120597544056,0.657974357948781,-0.373860368901296,0.22979643414807,NA,NA,NA,NA,NA,NA,NA
NA,-1.18110052026135,-1.54813811735918,0.466683434559476,NA,NA,NA,NA,-0.00573677751428185,NA,NA,NA,NA
NA,-1.26373022498931,-1.63437947746815,0.466683434559476,NA,NA,NA,NA,-0.367628961858287,NA,NA,NA,NA
NA,-0.163832831518671,-1.30760570639595,0.466683434559476,NA,NA,NA,NA,-0.197837758382805,NA,NA,NA,NA
NA,-0.759358795226644,-1.40120597544056,0.466683434559476,NA,NA,NA,NA,0.0621643475865576,NA,NA,NA,NA
NA,-1.18110052026135,-1.22462584511311,0.657974357948781,NA,NA,NA,NA,-0.0884592180899884,NA,NA,NA,NA
1.56167932452787,-0.943587897846477,-1.40120597544056,0.657974357948781,NA,NA,NA,-0.10963809360185,0.0761184389855753,NA,0.152189831283968,NA,NA
NA,-1.18110052026135,-1.58998980952994,0.806351125452841,NA,NA,NA,NA,0.0476785454969435,NA,NA,NA,NA
NA,-1.26373022498931,-1.6816349231383,-0.263826316552613,NA,NA,NA,NA,0.121280689336019,NA,NA,NA,NA
NA,-2.97188862235901,-1.97851861445354,0.197074020698084,NA,NA,NA,NA,-0.151494480148571,NA,NA,NA,NA
NA,-1.40561117307015,-1.54813811735918,0.0890089062232102,NA,NA,NA,NA,-0.101895468335678,NA,NA,NA,NA
NA,-2.46027582905879,-1.84502180867441,1.99776121381563,-0.83502945974855,0.511528535542196,NA,-0.448500656144749,0.244839322463868,-0.934573342406248,0.351401776902522,NA,NA
NA,-1.07085593335795,-1.50854981269649,0.466683434559476,NA,NA,NA,NA,0.17639759045973,NA,NA,NA,NA
1.41816735647768,-0.74997678509816,-1.47099259193205,1.33062688317304,-0.42620735695338,0.673655557984935,-0.428874935143683,0.319800630760568,0.280477002272693,NA,0.0739833527268021,NA,NA
NA,-1.55572460932576,-1.47099259193205,0.927583771810173,-3.02068354201266,NA,NA,NA,-0.0679025191972456,NA,NA,NA,NA
NA,0.615284945694705,1.35585407098315,0.927583771810173,NA,NA,NA,NA,1.27664850374185,NA,NA,NA,NA
NA,1.11774155123587,1.17294055423678,2.11899386017296,NA,-0.902478825281482,0.0447425343037602,NA,NA,NA,NA,NA,NA
-0.0573165175348871,1.04147739852554,1.01938207500523,1.87652856745829,1.12689205682336,-0.528765042253516,-0.112803376505068,NA,NA,NA,NA,0.470120220526004,NA
0.158802608701866,0.896260655980399,0.920213678170314,1.99776121381563,1.11870514457495,-1.10209436255058,0.540086736761747,-0.487617834214874,NA,-0.574172390612569,NA,NA,NA
NA,0.323992793853323,NA,1.53686087656493,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.97126525982961,1.46319790823908,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.71394175590149,NA,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.28429941548764,NA,-0.412203084056672,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2.00841544542472,NA,-0.263826316552613,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.67163662774752,NA,NA,0.657974357948781,0.975282728903007,-7.3188903197679,-1.44558881226691,0.837838479940543,0.659597001359243,NA,NA,NA,NA
NA,0.695999826201167,1.01938207500523,0.197074020698084,NA,NA,NA,NA,0.88019527834559,NA,NA,NA,NA
NA,1.49046246863187,1.53660632243243,0.657974357948781,1.81986779279489,-5.27027448995636,-1.2763086347491,1.15592700065345,0.854553677581157,NA,-0.179302735460658,NA,NA
NA,0.896260655980399,0.808739743798976,0.00578309730877931,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.7346098374636,1.25191848067781,1.07798976785422,0.197074020698084,0.641940591105667,-3.34670554712621,-1.39873633812005,0.9095100249413,0.802518952220285,NA,NA,NA,NA
NA,NA,NA,0.657974357948781,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.592664133228237,0.511856052483745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.323992793853323,0.808739743798976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,-1.06439434469667,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.806351125452841,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2.00841544542472,1.86338009350464,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.120487920581048,0.891719605081811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.2803205740193,0.461339107987452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.896260655980399,0.317306792733596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.71993216873971,-1.36865816036697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.385176929027506,0.885885269226104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.130129865991209,0.434710527056617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.130129865991209,0.871092740342493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.385176929027506,0.989491995248257,NA,NA,NA,NA,NA,0.91755823698589,NA,NA,NA,NA
NA,0.241229376596645,0.981824854240794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.147664306612635,0.461339107987452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.314358968611042,0.407076859796631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.896260655980399,1.58551579037571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.348061934138504,-0.503195992559229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.442137996135866,0.722498383690001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.107382756423663,0.994559180010022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.295565296797728,1.14879973220735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.314358968611042,-0.369699186780101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.186071603994978,0.624725993523555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-2.78765951973917,-1.17410890061682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-2.59249505186329,-1.001023790175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.71993216873971,-0.920801767466275,NA,NA,NA,NA,NA,0.519211078339712,NA,NA,NA,NA
1.3821204762447,0.0873265149331225,0.554520854428032,NA,-0.0675272650469706,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.0267941730182787,0.981824854240794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.020396271101162,0.00433002996225813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.187090933099569,0.461339107987452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.01511573919899,-0.108402085528254,0.511856052483745,0.466683434559476,-0.0826674549524678,NA,0.938345198294976,0.54757020133379,NA,NA,0.379172718130144,NA,NA
NA,-0.314358968611042,-0.503195992559229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.57703989514773,-1.30760570639595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.42139454514091,1.24778008601412,0.66144592971898,0.466683434559476,0.393641825800282,NA,0.903993143806532,0.167192370307322,1.04655585223454,NA,-0.349004270379352,NA,NA
NA,0.325261983967609,0.310911946183205,NA,0.115789419805091,NA,1.819360418833,NA,NA,NA,NA,NA,NA
NA,-0.0768463461961705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.448716580797376,0.450803598512724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.186071603994978,0.665414531715298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.65275762072731,0.348469166947642,1.87652856745829,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.87972095035753,0.257908893516033,-1.05291835554017,NA,NA,NA,NA,-1.06176867156769,NA,NA,-0.349004270379352,NA,NA
NA,1.65275762072731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.943587897846477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.557047822680461,0.862071616672987,0.466683434559476,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.495421515930905,1.13225201604504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.257908893516033,1.31626576632046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.495421515930905,1.2744140741497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.04147739852554,0.624725993523555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.963321029532346,0.885885269226104,NA,NA,NA,NA,NA,1.28243122074587,NA,NA,NA,NA
NA,0.592664133228237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.16493199535531,1.73755042873297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.020396271101162,-0.455940546889075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.187090933099569,1.04339095626923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.107382756423663,-1.47099259193205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.250999999585565,0.947640303077495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.385176929027506,1.23002440621149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.615284945694705,1.23002440621149,NA,1.16019877554239,NA,NA,NA,1.13537769363461,NA,NA,NA,NA
NA,0.795039197214721,0.348469166947642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.130129865991209,1.18276896054133,-0.961893602700706,0.704916693317289,NA,NA,NA,NA,NA,NA,NA,NA
