"leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness"
49.4289962188,3.7563878840888,5.41032454905514,1.71900167976633,13.903981420701,3.5989076750363,1222.24329965132,0.74563452390799,0.497436872880265
49.2437478051496,3.63341617335406,5.33187080343225,1.70766433617229,13.6648981982514,3.48998363157126,1140.04547766145,0.739733968986221,0.499084605726041
80.6009302538699,3.8044525408684,5.41085496514739,1.71100620117791,14.9968034403615,3.55755415671681,1289.92021204385,0.738888663763426,0.495645549823243
49.2437478051496,2.67623372237581,3.97059946167674,1.71358131616805,8.53635324609863,3.36961232347084,1032.6110834543,0.737395489335295,0.481313677010603
49.4230096001572,3.20160021953834,3.98659081081789,2.86471115656406,13.2188382853088,3.37480871977018,1166.40369807804,0.742776372406241,0.491461291248959
49.1543608798654,3.60647484328137,5.29696472834309,1.71796790933226,13.8528050354805,3.3974191968259,1246.05202161655,0.750987456033805,0.492703958712716
79.0635260779153,3.73934188890019,5.41775510827616,1.70279180962093,14.937524001269,3.61775068009594,1263.15246194936,0.732354112650841,0.497765983673121
49.399070375432,3.91981900762277,5.8139794602603,3.19712540332312,8.52819625506374,3.46230823698409,1023.34186133318,0.732354112650841,0.492023061646053
49.4289962188,3.99963161054861,5.88508600880605,1.73041429304718,13.3185061742718,3.61527385648378,547.235863511441,0.738477198391016,0.354033548264539
77.5460536011001,3.7258378291677,5.42466405074911,1.71796790933226,15.2009491947173,3.26930694642269,1249.71552386547,0.721062682571732,0.465517103479885
78.1684496048393,3.5476849735202,5.43264685620438,1.71100620117791,15.3071973490766,3.32206555807591,1215.34269485469,0.716552991513071,0.466946786304413
79.3513406784699,3.7035669569487,5.44757953698246,1.70586757478261,15.4753592094513,3.27631142311897,1320.0203616345,0.718530399846555,0.467649214096724
49.1841384787831,3.36272143826573,3.9905008997982,1.72314298585969,14.3280829079563,3.2198660742463,992.902380601293,0.718909674557911,0.499204653532593
49.0532518297754,2.66601769542753,3.96826465086099,1.72003607226167,14.316346679498,2.49826671738662,540.28042859886,0.636927557490445,0.493267149554934
78.2347536103703,3.84279054532329,5.80828263733251,1.71332363036211,15.431038720848,3.43103176518003,1243.18109119086,0.738260729710807,0.487283056710015
49.7533527965931,3.75289489322921,5.53532764620416,2.8483865581558,13.7980475989623,3.48073400709947,1023.12729093515,0.727987196166069,0.468803483871433
77.8000689168122,3.8751005962554,5.78668557175873,1.70946299006027,14.7469828095157,3.5082563368379,1208.73449266575,0.729161980790446,0.475388839747857
73.1661607201474,3.80759991409981,5.73248158899594,1.69207023883526,8.51306823103536,3.51998899147856,1004.20960845587,0.732246767869039,0.353289290444015
78.6623385909,3.87870732955004,5.76064917136091,1.7151282450887,14.9763357276181,3.45845715640551,1241.35758043751,0.731474349768786,0.48197975365694
49.3691626500953,3.92508994318086,5.7781825369816,1.72677481209786,13.7510166664968,3.40294978287397,1040.43590044978,0.737590079964062,0.473847828792268
78.6623385909,3.88352152974087,5.67155274029353,1.7317159658388,14.6006876197314,3.4726978587526,1244.48523864659,0.733600462729167,0.466301484614706
76.8913510379465,3.94746859557933,5.82653214642544,1.72729426891605,15.0624882855807,3.48849009584243,1165.18137549199,0.733557449851508,0.483518137369015
49.4110385380009,4.00873751499078,5.80259139643193,1.72314298585969,12.4088424787272,3.5046541629383,538.69661330056,0.733514439495805,0.353501775738861
73.1661607201474,3.8911562366877,5.66321888327071,1.72210672493369,8.50377201910168,3.50105568764439,1004.84154990528,0.724283056179305,0.464845827038353
49.2437478051496,3.8843244771732,5.74260601690952,2.73216609043613,13.8112450614969,3.53206324410818,999.168363215607,0.736552856328655,0.476218487052483
49.554882857671,3.87470005519515,5.82025241925673,1.72081227508606,13.959159254705,3.47596960303673,1094.36798591175,0.737244176561277,0.477049582255319
49.1900961629211,3.81863623931941,5.60247695306681,2.83385920735083,13.77357147419,3.44427485176867,1043.49487326555,0.731002717649806,0.471857654337439
79.2456872064593,3.77936703320309,5.6074221805754,1.72729426891605,15.2404453709472,3.49626346740922,1283.17555966477,0.73312745975807,0.465293237026268
81.8107213106805,3.86230379602709,5.7685608676799,1.71848471681502,14.7228339994596,3.42047396706256,1205.6966837459,0.732998511886067,0.47236861372481
