"leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height"
NA,NA,-1.30836855577282,NA,-0.70772088575067
NA,NA,-1.40561117307015,NA,-1.0642337254472
-0.268286751921292,1.09178213194076,-0.0768463461961705,-1.30760570639595,-0.605759747725356
NA,NA,-0.649114208323245,NA,-0.605759747725356
NA,NA,-0.833343310943078,NA,-0.828315316070992
NA,NA,0.850563174305316,2.19782100558431,1.87984031126541
0.358518527662548,NA,0.658748033565527,-1.47099259193205,0.356822723896445
NA,0.890389087707344,NA,NA,0.694702271297969
NA,0.974827127035588,NA,NA,1.00558059481639
NA,1.57363372101926,-0.589405691069587,0.177415140404077,1.37573181736545
NA,1.85982994701627,-0.328235060063455,0.58606688349802,1.87984031126541
NA,NA,-1.03715296783049,NA,-0.828315316070992
NA,0.807554871057415,0.0650346018846721,0.0515854756324112,-0.369841338349147
NA,NA,-1.03715296783049,NA,-0.369841338349147
NA,NA,-0.759358795226644,0.378359246704617,0.356822723896445
NA,NA,-0.386196258132098,NA,0.0886326393726987
NA,NA,-0.574186679361225,0.805478244972836,0.547106617094544
NA,NA,0.186071603994978,-0.553712937055521,0.547106617094544
NA,NA,-0.943587897846477,NA,-0.1016512538254
NA,NA,-1.03715296783049,-0.0461869145340347,-0.369841338349147
NA,NA,-1.45889469286519,NA,-0.369841338349147
NA,NA,-0.886626830738117,NA,0.0886326393726987
NA,NA,-1.22138207045032,-0.455940546889075,NA
NA,NA,-0.783291137765187,-0.800079683874459,NA
NA,NA,-1.18110052026135,-0.666582878095331,-0.1016512538254
NA,NA,-0.833343310943078,0.378359246704617,0.0886326393726987
NA,NA,-0.386196258132098,0.0515854756324112,-0.1016512538254
NA,NA,NA,-1.17410890061682,0.356822723896445
NA,NA,-0.130129865991209,NA,NA
NA,NA,-0.386196258132098,NA,NA
-0.509330882654411,NA,NA,NA,0.694702271297969
NA,NA,-1.08473202481036,-1.47099259193205,0.0886326393726987
NA,NA,-0.314358968611042,-0.369699186780101,1.87984031126541
NA,NA,2.15894158251709,1.23002440621149,-0.369841338349147
0.979195355889315,-0.145312127448597,0.302112579379396,0.849867912911049,1.08348678614204
0.141393093523261,NA,0.107382756423663,0.378359246704617,2.21771985866693
NA,NA,0.186071603994978,0.511856052483745,2.21771985866693
0.00267476380813568,1.21080887034312,0.592664133228237,0.885885269226104,2.21771985866693
NA,-0.0209037126735038,1.18755280782178,-0.12916677581687,-0.369841338349147
NA,NA,1.20521354554428,1.67848496451814,2.33831428898725
NA,1.19398675537056,0.46920953639847,0.511856052483745,2.14803039578915
-0.197833382786999,NA,1.71394175590149,1.07798976785422,1.75924588094508
NA,NA,0.727757895642523,1.07798976785422,1.78518795626875
-0.71951767146552,NA,0.802187363138388,1.39341129174759,1.61165022674166
NA,-1.55778798705786,0.385176929027506,-2.27175040156104,-1.16619486347252
NA,1.70488319004338,-0.152444954326521,0.840579772180608,1.15317624901981
-1.17713907768965,1.70723741622606,-0.268852033847622,0.581642668975238,1.87984031126541
NA,1.13006003613047,-0.130129865991209,0.792285000181494,1.61165022674166
NA,NA,-0.416777828611628,0.722498383690001,2.0701242044635
NA,NA,1.82418634280489,NA,-0.1016512538254
-0.317507421183636,1.01456351495968,0.615284945694705,1.18276896054133,1.61165022674166
0.192926754348123,1.09998412703721,0.622394638773855,1.36808325338925,1.27377067934014
NA,NA,0.234178881086762,1.03865174700043,1.00558059481639
NA,NA,-0.0872314895013295,0.849867912911049,0.917257839643604
NA,NA,0.704054602351322,1.58551579037571,1.15317624901981
-0.697382009477071,1.54236627684049,0.765811082787075,1.26922723822731,1.87984031126541
-0.654227374406988,NA,0.112321602697603,0.808739743798976,1.27377067934014
-0.359590065564059,1.18851606654468,0.553207778517009,1.10670738094623,1.61165022674166
NA,NA,0.545473689108796,1.2744140741497,1.15317624901981
NA,NA,1.77090282300985,0.782231680566678,0.0886326393726987
NA,NA,1.31162699793147,0.624725993523555,-0.70772088575067
NA,NA,1.58667372039002,-0.637865265003317,-0.828315316070992
NA,NA,1.46852851810747,0.0283389112262533,-0.517436992552571
NA,NA,NA,0.33616290624516,-0.517436992552571
NA,NA,1.60032044442694,1.21709736948554,-0.975910970274417
NA,NA,1.77090282300985,-0.579257572154328,-0.517436992552571
NA,0.422437216582834,-0.551871591025913,-1.6816349231383,0.356822723896445
NA,NA,-0.759358795226644,NA,NA
NA,NA,-0.833343310943078,NA,NA
1.8546972623967,0.0928703252881018,-0.759358795226644,-1.50854981269649,1.00558059481639
NA,-0.303944681443973,-2.08812362210063,-1.90873199796204,0.356822723896445
NA,-0.142258245056342,-1.26373022498931,-1.54813811735918,0.356822723896445
NA,-0.2744079335511,-1.35555899989226,-1.36865816036697,0.694702271297969
NA,0.38481962372838,-1.1655225485444,-1.19893179561203,0.694702271297969
2.69006914227919,0.797415435140692,-0.0768463461961705,-1.40120597544056,1.46405457253823
NA,0.31029352727487,-2.24338105011682,-1.7321518676346,1.42136633354356
NA,-0.018699611928493,-1.51585575997355,-1.90873199796204,0.0886326393726987
NA,0.116690617727743,-1.40561117307015,-1.54813811735918,1.08348678614204
0.654361775311539,NA,-1.35555899989226,-1.58998980952994,0.694702271297969
2.17958806907194,0.191865743161985,-1.40561117307015,-1.12685345494666,0.356822723896445
NA,0.497227712430677,-2.5501468973243,-1.43526817631937,0.356822723896445
NA,NA,-1.64312379548502,-1.7321518676346,-0.1016512538254
NA,NA,-1.26373022498931,-1.7321518676346,NA
NA,NA,-0.973613316060618,-1.50854981269649,NA
NA,NA,-1.10599349178634,-1.63437947746815,0.356822723896445
NA,0.355588965265768,-1.03715296783049,NA,-0.1016512538254
NA,0.0945056237821158,-0.973613316060618,-1.78641411582542,0.356822723896445
NA,0.378687130882091,-1.64588041910358,-1.43526817631937,1.42136633354356
NA,-0.107405801217035,-1.40561117307015,-1.84502180867441,0.0886326393726987
NA,-0.0275937324390986,-0.551871591025913,-1.43526817631937,-0.1016512538254
NA,0.0421008467312295,-1.8806364178999,-1.75878044856543,0.547106617094544
NA,0.571512708810688,-0.783291137765187,-1.78641411582542,-0.975910970274417
NA,-0.0209037126735038,-1.35555899989226,-1.6816349231383,0.694702271297969
NA,-0.012162952694885,-1.7936499325774,-1.63437947746815,0.694702271297969
1.26381424089301,0.215138449573223,-1.18110052026135,-1.58998980952994,1.15317624901981
NA,0.100977376866336,-2.37254921996933,-1.47099259193205,0.0886326393726987
NA,0.0709454841715679,-1.71496108500608,-1.90873199796204,1.15317624901981
NA,NA,-1.51585575997355,-1.50854981269649,0.547106617094544
0.808981664508505,0.13325668142604,-2.05121879648281,-1.77523519218291,1.42136633354356
1.66165393944269,-0.043677364283261,-1.40561117307015,-1.30760570639595,1.42136633354356
NA,NA,-1.00477203302066,-1.36865816036697,NA
NA,NA,-1.00477203302066,-1.47099259193205,NA
NA,NA,-1.22138207045032,-1.40120597544056,NA
NA,NA,-1.51585575997355,-0.420216131276394,0.356822723896445
NA,0.110483029816283,-1.8806364178999,-1.87618418288845,0.356822723896445
NA,0.259920303379951,-1.97787903519723,-1.7321518676346,-0.369841338349147
NA,-0.0390121976098136,-1.99878162018244,-1.75878044856543,0.0886326393726987
1.7216656126554,0.105759909280407,-1.75336838238842,-1.52177108502045,0.694702271297969
NA,NA,-1.64312379548502,-1.58998980952994,0.356822723896445
NA,NA,-3.41688844897461,NA,0.356822723896445
NA,NA,-1.40561117307015,-1.47099259193205,0.356822723896445
0.937541708246012,NA,-2.02022718973622,-1.75878044856543,0.547106617094544
NA,-0.110191207914673,-2.20174493357518,-1.87618418288845,0.0886326393726987
NA,-0.14839073790263,-1.18110052026135,-1.63437947746815,0.356822723896445
NA,-0.184010550453588,-1.46220374742223,-1.65010653778151,0.356822723896445
NA,0.113599492459479,-1.64312379548502,-1.50854981269649,0.0886326393726987
NA,0.646070449026083,-0.187090933099569,-1.40120597544056,0.356822723896445
NA,-0.190861300009667,-0.807937983166802,-1.54813811735918,0.694702271297969
1.36539370699249,-0.00786679044500958,-2.14930775727481,-1.84502180867441,0.0886326393726987
NA,0.13325668142604,-1.00477203302066,-1.63437947746815,-0.249246908028825
NA,NA,-1.07085593335795,-1.63437947746815,NA
NA,NA,-0.759358795226644,-1.36865816036697,NA
1.58741475433537,NA,-0.759358795226644,-1.40120597544056,0.547106617094544
NA,-0.00573677751428185,-1.18110052026135,-1.54813811735918,0.356822723896445
NA,-0.367628961858287,-1.26373022498931,-1.63437947746815,0.356822723896445
NA,-0.197837758382805,-0.163832831518671,-1.30760570639595,0.356822723896445
NA,0.0621643475865576,-0.759358795226644,-1.40120597544056,0.356822723896445
NA,-0.0884592180899884,-1.18110052026135,-1.22462584511311,0.547106617094544
1.56167932452787,0.0761184389855753,-0.943587897846477,-1.40120597544056,0.547106617094544
NA,0.0476785454969435,-1.18110052026135,-1.58998980952994,0.694702271297969
NA,0.121280689336019,-1.26373022498931,-1.6816349231383,-0.369841338349147
NA,-0.151494480148571,-2.97188862235901,-1.97851861445354,0.0886326393726987
NA,-0.101895468335678,-1.40561117307015,-1.54813811735918,-0.0188635780998286
NA,0.244839322463868,-2.46027582905879,-1.84502180867441,1.87984031126541
NA,0.17639759045973,-1.07085593335795,-1.50854981269649,0.356822723896445
1.41816735647768,0.280477002272693,-0.74997678509816,-1.47099259193205,1.21621803650422
NA,-0.0679025191972456,-1.55572460932576,-1.47099259193205,0.81529670161829
NA,1.27664850374185,0.615284945694705,1.35585407098315,0.81529670161829
NA,NA,1.11774155123587,1.17294055423678,2.00043474158573
-0.0573165175348871,NA,1.04147739852554,1.01938207500523,1.75924588094508
0.158802608701866,NA,0.896260655980399,0.920213678170314,1.87984031126541
NA,NA,0.323992793853323,NA,1.42136633354356
NA,NA,1.97126525982961,1.46319790823908,0.356822723896445
NA,NA,1.71394175590149,NA,-0.1016512538254
NA,NA,1.28429941548764,NA,-0.517436992552571
NA,NA,2.00841544542472,NA,-0.369841338349147
-1.67163662774752,0.659597001359243,NA,NA,0.547106617094544
NA,0.88019527834559,0.695999826201167,1.01938207500523,0.0886326393726987
NA,0.854553677581157,1.49046246863187,1.53660632243243,0.547106617094544
NA,NA,0.896260655980399,0.808739743798976,-0.1016512538254
-1.7346098374636,0.802518952220285,1.25191848067781,1.07798976785422,0.0886326393726987
NA,NA,0.592664133228237,0.511856052483745,NA
NA,NA,0.323992793853323,0.808739743798976,NA
NA,NA,2.00841544542472,1.86338009350464,0.356822723896445
NA,NA,0.120487920581048,0.891719605081811,NA
NA,NA,1.2803205740193,0.461339107987452,NA
NA,NA,0.896260655980399,0.317306792733596,NA
NA,NA,0.71993216873971,-1.36865816036697,NA
NA,NA,0.385176929027506,0.885885269226104,NA
NA,NA,-0.130129865991209,0.434710527056617,NA
NA,NA,-0.130129865991209,0.871092740342493,NA
NA,0.91755823698589,0.385176929027506,0.989491995248257,NA
NA,NA,0.241229376596645,0.981824854240794,NA
NA,NA,0.147664306612635,0.461339107987452,NA
NA,NA,-0.314358968611042,0.407076859796631,NA
NA,NA,0.896260655980399,1.58551579037571,NA
NA,NA,-0.348061934138504,-0.503195992559229,NA
NA,NA,0.442137996135866,0.722498383690001,NA
NA,NA,0.107382756423663,0.994559180010022,NA
NA,NA,0.295565296797728,1.14879973220735,NA
NA,NA,-0.314358968611042,-0.369699186780101,NA
NA,NA,0.186071603994978,0.624725993523555,NA
NA,NA,-2.78765951973917,-1.17410890061682,NA
NA,NA,-2.59249505186329,-1.001023790175,NA
NA,0.519211078339712,0.71993216873971,-0.920801767466275,NA
1.3821204762447,NA,0.0873265149331225,0.554520854428032,NA
NA,NA,-0.0267941730182787,0.981824854240794,NA
NA,NA,0.020396271101162,0.00433002996225813,NA
NA,NA,-0.187090933099569,0.461339107987452,NA
1.01511573919899,NA,-0.108402085528254,0.511856052483745,0.356822723896445
NA,NA,-0.314358968611042,-0.503195992559229,NA
NA,NA,-1.57703989514773,-1.30760570639595,NA
1.42139454514091,1.04655585223454,1.24778008601412,0.66144592971898,0.356822723896445
NA,NA,0.325261983967609,0.310911946183205,NA
NA,NA,-0.0768463461961705,NA,NA
NA,NA,0.448716580797376,0.450803598512724,NA
NA,NA,0.186071603994978,0.665414531715298,NA
NA,NA,1.65275762072731,0.348469166947642,1.75924588094508
1.87972095035753,NA,0.257908893516033,-1.05291835554017,NA
NA,NA,1.65275762072731,NA,NA
NA,NA,-0.943587897846477,NA,NA
NA,NA,0.557047822680461,0.862071616672987,0.356822723896445
NA,NA,0.495421515930905,1.13225201604504,NA
NA,NA,0.257908893516033,1.31626576632046,NA
NA,NA,0.495421515930905,1.2744140741497,NA
NA,NA,1.04147739852554,0.624725993523555,NA
NA,1.28243122074587,0.963321029532346,0.885885269226104,NA
NA,NA,0.592664133228237,NA,NA
NA,NA,1.16493199535531,1.73755042873297,NA
NA,NA,0.020396271101162,-0.455940546889075,NA
NA,NA,-0.187090933099569,1.04339095626923,NA
NA,NA,0.107382756423663,-1.47099259193205,NA
NA,NA,0.250999999585565,0.947640303077495,NA
NA,NA,0.385176929027506,1.23002440621149,NA
NA,1.13537769363461,0.615284945694705,1.23002440621149,NA
NA,NA,0.795039197214721,0.348469166947642,NA
NA,NA,-0.130129865991209,1.18276896054133,-1.0642337254472
NA,NA,1.34916109797515,NA,-0.70772088575067
NA,NA,1.14167389377441,NA,-0.898004778948769
NA,NA,0.679650618550738,NA,-1.28678929379284
NA,NA,0.442137996135866,NA,-1.43438494799626
