"leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height"
114.462910563272,1.7372938246685,30.7043172484158,1.46099620555544,0.605212004605212
118.754674812696,1.36606293404641,26.5989751518643,1.34219489337342,0.353581349847912
107.081296594107,1.66220011159401,39.2059764563663,1.27379230559967,0.711050030810154
116.620940973554,1.72454665401175,32.9708392336203,1.66362697819252,0.704416133013432
113.084744852153,1.47549902544682,16.1234046546398,1.03783616488602,0.482412828764552
101.753776828695,88.6940986649324,122.203577912634,35.2517589929323,29.9302193617557
172.835332683125,17.8098061233109,19.4226080671433,1.01943319061942,2.94819045092212
274.961864524781,5.1127763934831,2.03062644893419,1.22032152563808,4.96833452517523
274.575344298872,5.75214797019261,2.49793508689287,1.39413443899792,7.84690437973531
104.249039665715,109.609111782584,21.5731884519563,9.46354507543974,5.89393903707693
100.528632670539,244.218786456403,36.9826165414317,16.5351312788591,28.0718110136517
103.623594239105,8.28658794814815,14.5037979859497,4.37754644136562,0.513339576806125
103.284025210594,15.1459309609334,46.0366631168011,8.26108721437868,2.89081200190771
96.5101265784101,10.1414794660093,12.6868977656894,4.89897079587919,1.67186999464163
91.8232898250098,14.2194150736812,17.969518002103,12.0169060626257,2.04360906105754
102.73660441894,12.8399118417315,27.4898845881244,7.90782370454066,2.34999452149619
88.9625013255619,20.7776119298965,39.6597122303967,21.6753658938282,4.04312756845639
107.492137983988,13.4199843907701,20.9703287072948,3.53561441240294,3.86735163847365
97.8391015044799,10.59406985954,14.1172880367066,5.33332033650442,1.63462935600898
103.534551735699,10.4749296337066,20.4411821179677,6.95603679754518,1.01991229792842
101.111689086563,9.41897855980791,17.7295411700314,5.54273347630836,1.0090229184257
99.1553757551832,10.505279226566,15.2440923200935,5.56169061454192,1.80315086804005
107.576176639805,10.9568006740976,18.1378939471364,4.02323310293018,1.89510779051447
94.3253330143823,12.7893552762242,17.1944758094152,5.86996546027326,1.84116633051669
95.6765486310659,9.59652180999142,10.8254392141204,4.49692314571954,1.4949089844624
101.048493277077,12.1116655242755,16.2725112647864,5.20380831939627,1.9995989766312
100.410856022556,15.4679960766421,27.7273094059799,8.03958956012275,2.3706916987753
98.0074623963903,14.7256268221878,25.439408204118,7.53562735786578,2.97370652121799
97.495627227847,15.1459309609334,37.4287506037139,8.97879937499546,2.55182608293134
98.3758015532138,12.9996202023182,27.5465470113911,7.76335944936127,2.31893644939981
87.7883965628711,12.6023633084621,22.9506222146912,7.46494826740014,1.96929752158878
92.4714110655742,10.5996441261241,12.1647224166509,4.89295285905806,1.98724256931281
192.307012183278,12.3789733291549,30.0348661503176,8.124581415272,29.3699028115184
505.201418148155,7.14981748101739,582.145081767521,39.710185415071,174.143541143203
280.014536745023,44.6559238244186,63.8998922683979,23.5038590076072,8.91216754601225
145.875331316551,61.7130575821291,84.6123685645159,12.5520188134382,48.7593099513923
156.138501149015,66.272340932477,89.2224123479524,15.0707190939688,49.6444823379907
143.972606660543,44.5972365116031,91.0565650531463,24.7998621234998,49.3078794965295
64.7448615840518,1.6988853273647,182.473504191294,6.21736564191202,0.736098781594423
1313.87996297949,62.4971067265682,190.167996573211,38.6771499836465,58.7687655584656
1516.71579627426,42.1896829074475,130.700900539824,15.1677686572142,42.8533382878387
