"X","taxon_name","genus","family","leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height","original_leaf_mass_per_area"
11812,"Acacia tratmaniana","Acacia","Fabaceae",NA,3.09,60,0.6,3,NA
11813,"Acacia trigonophylla","Acacia","Fabaceae",NA,17.5,25,2,2.5,NA
11814,"Acacia trinalis","Acacia","Fabaceae",NA,NA,67.5,2.5,4,NA
11815,"Acacia triptycha","Acacia","Fabaceae",NA,2.89,85,1.5,4,NA
11816,"Acacia tropica","Acacia","Fabaceae",NA,8.65,125,27,8,NA
11817,"Acacia truculenta","Acacia","Fabaceae",NA,NA,10,2.7,2.2,NA
11818,"Acacia trulliformis","Acacia","Fabaceae",NA,7.71,30,12,3,NA
11819,"Acacia truncata","Acacia","Fabaceae",NA,5.26,17,9,2.3,NA
11820,"Acacia tuberculata","Acacia","Fabaceae",NA,3.48,20,3.5,2,NA
11821,"Acacia tumida","Acacia","Fabaceae",NA,50.5,155,33.5,15,NA
11822,"Acacia tysonii","Acacia","Fabaceae",NA,106,32.5,7,6,NA
11823,"Acacia ulicina","Acacia","Fabaceae",NA,5.09,11,1,1,NA
11824,"Acacia uliginosa","Acacia","Fabaceae",NA,NA,7,1.25,0.6,NA
11825,"Acacia umbellata","Acacia","Fabaceae",NA,6.52,95.2,25.8,6,NA
11826,"Acacia uncifera","Acacia","Fabaceae",NA,NA,35,10.5,5,NA
11827,"Acacia uncinella","Acacia","Fabaceae",NA,NA,22.5,NA,3,NA
11828,"Acacia undoolyana","Acacia","Fabaceae",NA,7.23,185,9,15,NA
11829,"Acacia undosa","Acacia","Fabaceae",NA,2.41,32.5,2.5,1.5,NA
11830,"Acacia undulifolia","Acacia","Fabaceae",124,30.3,21,14,2,124
11831,"Acacia unguicula","Acacia","Fabaceae",NA,2.13,30,3.5,2,NA
11832,"Acacia unifissilis","Acacia","Fabaceae",NA,NA,20,2,0.7,NA
11833,"Acacia urophylla","Acacia","Fabaceae",NA,10.5,80,25,3,NA
11834,"Vachellia valida","Vachellia","Fabaceae",NA,NA,3.4,0.95,12,NA
11835,"Acacia validinervia","Acacia","Fabaceae",NA,29.6,85,25,4,NA
11836,"Acacia varia","Acacia","Fabaceae",NA,1.84,4,1.5,0.6,NA
11837,"Acacia vassalii","Acacia","Fabaceae",NA,1.83,6,NA,0.3,NA
11838,"Acacia veronica","Acacia","Fabaceae",NA,25.9,120,5.5,10,NA
11839,"Acacia verriculum","Acacia","Fabaceae",NA,NA,22.5,4.5,3,NA
11840,"Acacia vestita","Acacia","Fabaceae",123,26,15,7.5,4,123
11841,"Acacia vincentii","Acacia","Fabaceae",NA,NA,4.75,1.75,3,NA
11842,"Acacia viscidula","Acacia","Fabaceae",122,6.35,60,2,6,122
11843,"Acacia viscifolia","Acacia","Fabaceae",NA,NA,20,NA,1,NA
11844,"Acacia vittata","Acacia","Fabaceae",NA,11.9,42.5,5.25,4,NA
11845,"Acacia volubilis","Acacia","Fabaceae",NA,26,5,NA,NA,NA
11846,"Acacia wanyu","Acacia","Fabaceae",NA,NA,115,NA,4,NA
11847,"Acacia wardellii","Acacia","Fabaceae",NA,NA,138,22.5,7,NA
11848,"Acacia warramaba","Acacia","Fabaceae",NA,NA,60,5,3.5,NA
11849,"Acacia wattsiana","Acacia","Fabaceae",227,14.3,50,8.5,4,227
11850,"Acacia websteri","Acacia","Fabaceae",NA,NA,82.5,2.75,5,NA
11851,"Acacia whibleyana","Acacia","Fabaceae",NA,6.09,19.5,5.25,2.5,NA
11852,"Acacia whitei","Acacia","Fabaceae",NA,NA,105,6,2,NA
11853,"Acacia wickhamii","Acacia","Fabaceae",NA,NA,17,5.75,2.5,NA
11854,"Acacia wilcoxii","Acacia","Fabaceae",NA,NA,95,NA,4,NA
11855,"Acacia willdenowiana","Acacia","Fabaceae",NA,15.8,12.5,3,0.6,NA
11856,"Acacia williamsiana","Acacia","Fabaceae",NA,12.4,44,19,8,NA
11857,"Acacia williamsonii","Acacia","Fabaceae",NA,8.64,77.5,2.62,2,NA
11858,"Acacia wilsonii","Acacia","Fabaceae",NA,NA,145,NA,0.3,NA
11859,"Acacia wiseana","Acacia","Fabaceae",NA,NA,12.5,1.25,4,NA
11860,"Acacia x grayana","Acacia","Fabaceae",NA,NA,40,3.25,3,NA
11861,"Acacia xanthina","Acacia","Fabaceae",NA,NA,80,13,4,NA
11862,"Acacia xanthocarpa","Acacia","Fabaceae",NA,NA,77.5,NA,3,NA
11863,"Acacia xerophila","Acacia","Fabaceae",NA,NA,20,4.5,1,NA
11864,"Acacia yirrkallensis","Acacia","Fabaceae",NA,NA,30,3.3,1,NA
11865,"Acacia yorkrakinensis","Acacia","Fabaceae",NA,NA,95,8,4,NA
11866,"Acacia zatrichota","Acacia","Fabaceae",NA,NA,13,NA,1.5,NA
11867,"Anredera cordifolia","Anredera","Basellaceae",NA,NA,71.2,48.8,6,NA
11868,"Boronia falcifolia","Boronia","Rutaceae",169,NA,15,1.25,1,169
11869,"Boronia rosmarinifolia","Boronia","Rutaceae",142,10.6,23,2.25,1,142
11870,"Bossiaea rupicola","Bossiaea","Fabaceae",NA,16.2,NA,4.5,2,86.5
11871,"Calamus muelleri","Calamus","Arecaceae",74.5,NA,150,45,20,74.5
11872,"Citrus australis","Citrus","Rutaceae",92.1,8.54,NA,NA,NA,92.1
11873,"Androcalva viscidula","Androcalva","Malvaceae",102,5.16,NA,NA,NA,102
11874,"Eucalyptus biturbinata","Eucalyptus","Myrtaceae",NA,NA,100,20,30,NA
11875,"Gompholobium pinnatum","Gompholobium","Fabaceae",132,4.01,9,1,0.3,132
11876,"Hibbertia acicularis","Hibbertia","Dilleniaceae",103,2.21,6.87,0.95,1.5,103
11877,"Hibbertia salicifolia","Hibbertia","Dilleniaceae",122,NA,32.5,3.5,NA,122
11878,"Hibbertia stricta","Hibbertia","Dilleniaceae",173,NA,6,2.25,1.2,173
11879,"Hibbertia vestita","Hibbertia","Dilleniaceae",99.3,1.24,5.5,1.5,0.3,99.3
11880,"Homoranthus virgatus","Homoranthus","Myrtaceae",117,NA,NA,NA,1.5,117
11881,"Hovea lorata","Hovea","Fabaceae",140,28.9,40,6,3,140
11882,"Hovea planifolia","Hovea","Fabaceae",141,48.7,80,17,2.5,141
11883,"Jacksonia stackhousei","Jacksonia","Fabaceae",203,NA,NA,NA,0.5,203
11884,"Leptospermum brachyandrum","Leptospermum","Myrtaceae",87,0.0318,35,3,6,87
11885,"Leptospermum liversidgei","Leptospermum","Myrtaceae",NA,0.341,6,1.5,4,112
11886,"Leptospermum microcarpum","Leptospermum","Myrtaceae",154,0.14,11,2.65,NA,154
11887,"Leptospermum semibaccatum","Leptospermum","Myrtaceae",138,0.0948,7.5,2,0.5,138
11888,"Lespedeza juncea","Lespedeza","Fabaceae",72.1,1.22,20.5,4,1.2,72.1
11889,"Leucopogon leptospermoides","Leucopogon","Ericaceae",119,NA,10.2,1.85,1,119
11890,"Leucopogon margarodes","Leucopogon","Ericaceae",69.2,NA,8.65,1.85,3,69.2
11891,"Leucopogon sp. Burrum Heads (A.R.Bean 7802)","Leucopogon","Ericaceae",136,NA,NA,NA,NA,136
11892,"Melaleuca cheelii","Melaleuca","Myrtaceae",162,0.377,NA,NA,NA,162
11893,"Melaleuca groveana","Melaleuca","Myrtaceae",129,0.05,37.5,5.5,5,129
11894,"Callistemon pachyphyllus","Callistemon","Myrtaceae",169,0.0361,67.5,6,1.5,169
11895,"Melaleuca sieberi","Melaleuca","Myrtaceae",360,0.36,9.5,2.5,5,360
11896,"Micromyrtus littoralis","Micromyrtus","Myrtaceae",105,NA,NA,NA,NA,105
11897,"Mirbelia pungens","Mirbelia","Fabaceae",140,2.67,13.2,0.825,0.5,140
11898,"Notelaea ovata","Notelaea","Oleaceae",189,NA,80,36,1,189
11899,"Ochrosperma lineare","Ochrosperma","Myrtaceae",98.3,0.328,6,0.75,2,98.3
11900,"Oxylobium robustum","Oxylobium","Fabaceae",90.8,4.05,52.5,6.5,3,90.8
11901,"Parsonsia brisbanensis","Parsonsia","Apocynaceae",139,7.34,NA,NA,NA,139
11902,"Phebalium woombye","Phebalium","Rutaceae",NA,NA,37.5,6.5,2,105
11903,"Philotheca queenslandica","Philotheca","Rutaceae",196,NA,NA,NA,NA,196
11904,"Podolobium aciculiferum","Podolobium","Fabaceae",124,4.56,17.5,6,3,124
11905,"Podolobium scandens","Podolobium","Fabaceae",87.8,NA,40,15,NA,87.8
11906,"Prostanthera nivea","Prostanthera","Lamiaceae",142,1.34,40,1.62,4,142
11907,"Prostanthera phylicifolia","Prostanthera","Lamiaceae",117,0.524,12.5,3.38,2,117
11908,"Pseudanthus orientalis","Pseudanthus","Euphorbiaceae",92.9,NA,7,1.25,NA,92.9
11909,"Pultenaea myrtoides","Pultenaea","Fabaceae",110,2,12.5,4.5,NA,110
11910,"Pultenaea paleacea","Pultenaea","Fabaceae",133,NA,14,1.5,NA,133
11911,"Pultenaea rariflora","Pultenaea","Fabaceae",95.7,NA,NA,NA,NA,95.7
11912,"Pultenaea spinosa","Pultenaea","Fabaceae",78.5,11.4,6.5,3.5,NA,78.5
11913,"Rubus moluccanus","Rubus","Rosaceae",70.6,1.37,NA,NA,NA,70.6
11914,"Sannantha collina","Sannantha","Myrtaceae",102,0.0748,NA,NA,NA,102
11915,"Solanum gympiense","Solanum","Solanaceae",65.7,NA,NA,NA,NA,65.7
11916,"Solanum latens","Solanum","Solanaceae",36.1,NA,NA,NA,NA,36.1
11917,"Spartium junceum","Spartium","Fabaceae",NA,NA,20,3.5,3,NA
11918,"Sprengelia sprengelioides","Sprengelia","Ericaceae",NA,0.0494,8,2.35,1,72.5
11919,"Syncarpia verecunda","Syncarpia","Myrtaceae",104,1.61,NA,NA,NA,104
11920,"Westringia eremicola","Westringia","Lamiaceae",122,1.52,14.5,1.25,2,122
11921,"Westringia tenuicaulis","Westringia","Lamiaceae",144,NA,NA,NA,NA,144
11923,"Zieria laxiflora","Zieria","Rutaceae",119,4.28,35,3,1.2,119
11924,"Acacia uncifolia","Acacia","Fabaceae",NA,NA,65,10,10,NA
11925,"Acrotriche affinis","Acrotriche","Ericaceae",NA,12.4,8.38,1.92,1,144
11926,"Acrotriche depressa","Acrotriche","Ericaceae",NA,12.8,4.12,2.62,0.8,NA
11927,"Acrotriche prostrata","Acrotriche","Ericaceae",77.7,NA,16,8,0.15,77.7
11928,"Adriana quadripartita","Adriana","Euphorbiaceae",NA,21.9,87.5,36.2,3,NA
11929,"Adriana tomentosa","Adriana","Euphorbiaceae",NA,NA,170,130,2,NA
11930,"Almaleea capitata","Almaleea","Fabaceae",NA,1.5,6,1.25,1.2,NA
11931,"Aotus subspinescens","Aotus","Fabaceae",NA,2.96,8.33,0.825,0.6,NA
11932,"Archeria minor","Archeria","Ericaceae",NA,NA,3,1.5,0.15,NA
11933,"Asterolasia asteriscophora","Asterolasia","Rutaceae",NA,NA,30.8,10,2,NA
11934,"Asterolasia phebalioides","Asterolasia","Rutaceae",NA,2.95,10,4,1.5,NA
11935,"Astrotricha asperifolia","Astrotricha","Araliaceae",NA,NA,106,5.22,2.5,NA
11936,"Astrotricha ledifolia","Astrotricha","Araliaceae",NA,NA,33.8,6.5,1.5,NA
11937,"Astrotricha linearis","Astrotricha","Araliaceae",NA,NA,56.8,1.62,2,NA
11938,"Astrotricha parvifolia","Astrotricha","Araliaceae",NA,NA,31,2,1.8,NA
11939,"Astrotricha sp. Howe Range (D.E.Albrecht 1054)","Astrotricha","Araliaceae",NA,NA,133,18,4.2,NA
11940,"Astrotricha sp. 1","Astrotricha","Araliaceae",NA,NA,70,7,2,NA
11941,"Astrotricha sp. Wingan Inlet (J.A.Jeanes 2268)","Astrotricha","Araliaceae",NA,NA,42,3,1.5,NA
11942,"Astrotricha sp. 4","Astrotricha","Araliaceae",NA,NA,35,1.5,1.5,NA
11943,"Astrotricha sp. 5","Astrotricha","Araliaceae",NA,NA,40,2,1,NA
11944,"Atriplex rhagodioides","Atriplex","Chenopodiaceae",NA,NA,28.8,30,3,NA
11945,"Hysterobaeckea behrii","Hysterobaeckea","Myrtaceae",NA,NA,6.5,0.8,2.5,NA
11946,"Baeckea crassifolia","Baeckea","Myrtaceae",350,NA,3.3,0.668,1.3,350
11947,"Baeckea crenatifolia","Baeckea","Myrtaceae",NA,NA,7,5,3,NA
11948,"Baeckea ericaea","Baeckea","Myrtaceae",NA,NA,2.42,1,0.3,NA
11949,"Sannantha pluriflora","Sannantha","Myrtaceae",NA,0.101,30,6.5,4,NA
11950,"Bauera sessiliflora","Bauera","Cunoniaceae",NA,1.61,15,5,2,NA
11951,"Bertya findlayi","Bertya","Euphorbiaceae",NA,NA,57.5,7,4,NA
11952,"Bertya mitchellii","Bertya","Euphorbiaceae",NA,NA,23.3,2.17,2.5,NA
11953,"Bertya tasmanica","Bertya","Euphorbiaceae",NA,NA,25,1.5,3,NA
11954,"Marianthus bignoniaceus","Marianthus","Pittosporaceae",NA,0.731,49.8,20.8,NA,NA
11955,"Billardiera nesophila","Billardiera","Pittosporaceae",NA,1.58,60,10,NA,NA
11956,"Billardiera ovalis","Billardiera","Pittosporaceae",NA,NA,25,15,0.3,NA
11957,"Billardiera viridiflora","Billardiera","Pittosporaceae",NA,NA,60,10,NA,NA
11958,"Boronia anemonifolia","Boronia","Rutaceae",NA,0.702,9,4,2.5,NA
11959,"Boronia coerulescens","Boronia","Rutaceae",NA,NA,5.75,1.17,1,NA
11960,"Boronia elisabethiae","Boronia","Rutaceae",NA,NA,7.25,0.875,0.7,NA
11961,"Boronia filifolia","Boronia","Rutaceae",NA,1.73,21,1.25,0.5,NA
11962,"Boronia galbraithiae","Boronia","Rutaceae",NA,1.63,9.5,3,2,NA
11963,"Boronia gunnii","Boronia","Rutaceae",NA,NA,16,2.06,1.2,NA
11964,"Boronia hemichiton","Boronia","Rutaceae",NA,1.09,6.75,0.875,1.2,NA
11965,"Boronia hippopala","Boronia","Rutaceae",NA,NA,6.75,1.5,2.5,NA
11966,"Boronia latipinna","Boronia","Rutaceae",NA,2.3,25,7,2,NA
11967,"Boronia rhomboidea","Boronia","Rutaceae",NA,0.927,9.5,8.67,1,NA
11968,"Boronia rozefeldsii","Boronia","Rutaceae",NA,NA,10.8,2.5,1,NA
11969,"Bossiaea bracteosa","Bossiaea","Fabaceae",NA,5.24,3.25,1,2.5,NA
11970,"Bossiaea rosmarinifolia","Bossiaea","Fabaceae",NA,4.6,28,3,2.5,NA
11971,"Brachyloma depressum","Brachyloma","Ericaceae",NA,NA,15,3,1,NA
11972,"Brachyloma ericoides","Brachyloma","Ericaceae",270,27.2,12,1.32,0.9,270
11973,"Bursaria lasiophylla","Bursaria","Pittosporaceae",NA,NA,30,10,3,NA
11974,"Callistemon brachyandrus","Callistemon","Myrtaceae",NA,0.0632,27.5,0.875,3,NA
11975,"Callistemon forresterae","Callistemon","Myrtaceae",NA,0.206,43,4,1.2,NA
11976,"Callistemon kenmorrisonii","Callistemon","Myrtaceae",NA,0.0552,52,6,3,NA
11977,"Callistemon pityoides","Callistemon","Myrtaceae",NA,0.158,17.5,1.31,3,NA
11978,"Callistemon viridiflorus","Callistemon","Myrtaceae",NA,0.0677,30,7,2.5,NA
11979,"Cassinia arcuata","Cassinia","Asteraceae",75.9,0.0528,6.4,0.667,3,75.9
