"","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness"
"18867","Spyridium microcephalum","Spyridium","Rhamnaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"18868","Spyridium minutum","Spyridium","Rhamnaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18869","Spyridium montanum","Spyridium","Rhamnaceae",NA,NA,NA,2.5,NA,NA,NA,NA,NA
"18870","Spyridium mucronatum","Spyridium","Rhamnaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"18871","Spyridium oligocephalum","Spyridium","Rhamnaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"18872","Spyridium polycephalum","Spyridium","Rhamnaceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18873","Spyridium riparium","Spyridium","Rhamnaceae",12.5,NA,NA,1.5,2.5,NA,NA,NA,NA
"18874","Spyridium spadiceum","Spyridium","Rhamnaceae",NA,NA,NA,3,NA,NA,NA,NA,NA
"18875","Spyridium tricolor","Spyridium","Rhamnaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"18876","Spyridium villosum","Spyridium","Rhamnaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18877","Stachystemon axillaris","Stachystemon","Picrodendraceae",NA,NA,NA,1.2,NA,NA,NA,NA,NA
"18878","Stachystemon brachyphyllus","Stachystemon","Picrodendraceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"18879","Stachystemon intricatus","Stachystemon","Picrodendraceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18880","Stachystemon mucronatus","Stachystemon","Picrodendraceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA
"18881","Stachystemon nematophorus","Stachystemon","Picrodendraceae",NA,NA,NA,1.2,NA,NA,NA,NA,NA
"18882","Stachystemon polyandrus","Stachystemon","Picrodendraceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18883","Stachystemon vermicularis","Stachystemon","Picrodendraceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18884","Stachystemon vinosus","Stachystemon","Picrodendraceae",NA,NA,NA,0.1,NA,NA,NA,NA,NA
"18885","Stachystemon virgatus","Stachystemon","Picrodendraceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18886","Stackhousia georgei","Stackhousia","Celastraceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"18887","Stemodia debilis","Stemodia","Plantaginaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18888","Stemodia flaccida","Stemodia","Plantaginaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18889","Stemodia grossa","Stemodia","Plantaginaceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18890","Stemodia kingii","Stemodia","Plantaginaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18891","Stemodia lathraia","Stemodia","Plantaginaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18892","Stemodia tephropelina","Stemodia","Plantaginaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18893","Stenanthemum bremerense","Stenanthemum","Rhamnaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"18894","Stenanthemum complicatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA
"18895","Stenanthemum coronatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.05,NA,NA,NA,NA,NA
"18896","Stenanthemum cristatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"18897","Stenanthemum emarginatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.1,NA,NA,NA,NA,NA
"18898","Stenanthemum humile","Stenanthemum","Rhamnaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18899","Stenanthemum intricatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA
"18900","Stenanthemum liberum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18901","Stenanthemum limitatum","Stenanthemum","Rhamnaceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18902","Stenanthemum mediale","Stenanthemum","Rhamnaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18903","Stenanthemum nanum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.05,NA,NA,NA,NA,NA
"18904","Stenanthemum newbeyi","Stenanthemum","Rhamnaceae",NA,NA,NA,1.6,NA,NA,NA,NA,NA
"18905","Stenanthemum patens","Stenanthemum","Rhamnaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18906","Stenanthemum petraeum","Stenanthemum","Rhamnaceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18907","Stenanthemum poicilum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18908","Stenanthemum pomaderroides","Stenanthemum","Rhamnaceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18909","Stenanthemum pumilum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.1,NA,NA,NA,NA,NA
"18910","Stenanthemum radiatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18911","Stenanthemum reissekii","Stenanthemum","Rhamnaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18912","Stenanthemum stipulosum","Stenanthemum","Rhamnaceae",NA,NA,NA,1,NA,NA,NA,NA,NA
"18913","Stenanthemum sublineare","Stenanthemum","Rhamnaceae",NA,NA,NA,0.1,NA,NA,NA,NA,NA
"18914","Stenanthemum tridentatum","Stenanthemum","Rhamnaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18915","Stenanthemum yorkense","Stenanthemum","Rhamnaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18916","Stenopetalum filifolium","Stenopetalum","Brassicaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18917","Stenopetalum gracile","Stenopetalum","Brassicaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18918","Stenopetalum pedicellare","Stenopetalum","Brassicaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"18919","Stenopetalum robustum","Stenopetalum","Brassicaceae",50,NA,NA,0.6,NA,NA,NA,NA,NA
"18920","Stenopetalum saxatile","Stenopetalum","Brassicaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18921","Leptocarpus scoparius","Leptocarpus","Restionaceae",2,NA,NA,0.9,NA,NA,NA,NA,NA
"18922","Streptoglossa bubakii","Streptoglossa","Asteraceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA
"18923","Streptoglossa decurrens","Streptoglossa","Asteraceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"18924","Streptoglossa macrocephala","Streptoglossa","Asteraceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18925","Streptoglossa tenuiflora","Streptoglossa","Asteraceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18926","Striga curviflora","Striga","Linderniaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"18927","Striga squamigera","Striga","Linderniaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18928","Stylidium aceratum","Stylidium","Stylidiaceae",NA,NA,NA,0.09,NA,NA,NA,NA,NA
"18929","Stylidium adenophorum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"18930","Stylidium adnatum","Stylidium","Stylidiaceae",24,NA,NA,0.5,1.25,NA,NA,NA,NA
"18931","Stylidium adpressum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18932","Stylidium aeonioides","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18933","Stylidium albolilacinum","Stylidium","Stylidiaceae",NA,NA,NA,0.36,NA,NA,NA,NA,NA
"18934","Stylidium albomontis","Stylidium","Stylidiaceae",NA,NA,NA,0.9,NA,NA,NA,NA,NA
"18935","Stylidium amabile","Stylidium","Stylidiaceae",NA,NA,NA,0.23,NA,NA,NA,NA,NA
"18936","Stylidium amoenum","Stylidium","Stylidiaceae",37.5,NA,NA,1,9,NA,NA,NA,NA
"18937","Stylidium androsaceum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18938","Stylidium applanatum","Stylidium","Stylidiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18939","Stylidium arenicola","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"18940","Stylidium articulatum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"18941","Stylidium assimile","Stylidium","Stylidiaceae",30,NA,NA,0.35,2.5,NA,NA,NA,NA
"18942","Stylidium barleei","Stylidium","Stylidiaceae",30,NA,NA,0.45,9,NA,NA,NA,NA
"18943","Stylidium bellum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18944","Stylidium bicolor","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18945","Stylidium breviscapum","Stylidium","Stylidiaceae",12.5,NA,NA,0.2,0.75,NA,NA,NA,NA
"18946","Stylidium brunonianum","Stylidium","Stylidiaceae",20,NA,NA,0.7,1.5,NA,NA,NA,NA
"18947","Stylidium bulbiferum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18948","Stylidium caespitosum","Stylidium","Stylidiaceae",28.5,NA,NA,0.4,1.5,NA,NA,NA,NA
"18949","Stylidium caricifolium","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18950","Stylidium carlquistii","Stylidium","Stylidiaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"18951","Stylidium carnosum","Stylidium","Stylidiaceae",65,NA,NA,1,12.5,NA,NA,NA,NA
"18952","Stylidium ceratophorum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"18953","Stylidium chiddarcoopingense","Stylidium","Stylidiaceae",NA,NA,NA,0.45,NA,NA,NA,NA,NA
"18954","Stylidium choreanthum","Stylidium","Stylidiaceae",NA,NA,NA,0.03,NA,NA,NA,NA,NA
"18955","Stylidium clavatum","Stylidium","Stylidiaceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"18956","Stylidium claytonioides","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18957","Stylidium coatesianum","Stylidium","Stylidiaceae",NA,NA,NA,0.38,NA,NA,NA,NA,NA
"18958","Stylidium confluens","Stylidium","Stylidiaceae",NA,NA,NA,0.75,NA,NA,NA,NA,NA
"18959","Stylidium cordifolium","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18960","Stylidium coroniforme","Stylidium","Stylidiaceae",NA,NA,NA,0.18,NA,NA,NA,NA,NA
"18961","Stylidium corymbosum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18962","Stylidium costulatum","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"18963","Stylidium crassifolium","Stylidium","Stylidiaceae",170,NA,NA,0.9,10,NA,NA,NA,NA
"18964","Stylidium crossocephalum","Stylidium","Stylidiaceae",NA,NA,NA,0.36,NA,NA,NA,NA,NA
"18965","Stylidium cymiferum","Stylidium","Stylidiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18966","Stylidium daphne","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18967","Stylidium desertorum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"18968","Stylidium diademum","Stylidium","Stylidiaceae",NA,NA,NA,0.45,NA,NA,NA,NA,NA
"18969","Stylidium diceratum","Stylidium","Stylidiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18970","Stylidium dichotomum","Stylidium","Stylidiaceae",27.5,NA,NA,0.3,1,NA,NA,NA,NA
"18971","Stylidium dielsianum","Stylidium","Stylidiaceae",NA,NA,NA,0.04,NA,NA,NA,NA,NA
"18972","Stylidium diplectroglossum","Stylidium","Stylidiaceae",NA,NA,NA,0.1,NA,NA,NA,NA,NA
"18973","Stylidium diplotrichum","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18974","Stylidium dispermum","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"18975","Stylidium diuroides","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18976","Stylidium divaricatum","Stylidium","Stylidiaceae",42.5,NA,NA,0.3,1,NA,NA,NA,NA
"18977","Stylidium diversifolium","Stylidium","Stylidiaceae",32.5,NA,NA,1,8.5,NA,NA,NA,NA
"18978","Stylidium drummondianum","Stylidium","Stylidiaceae",NA,NA,NA,0.22,NA,NA,NA,NA,NA
"18979","Stylidium dunlopianum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"18980","Stylidium ecorne","Stylidium","Stylidiaceae",4.5,NA,NA,0.18,1.5,NA,NA,NA,NA
"18981","Stylidium edentatum","Stylidium","Stylidiaceae",NA,NA,NA,0.06,NA,NA,NA,NA,NA
"18982","Stylidium elongatum","Stylidium","Stylidiaceae",NA,NA,NA,0.65,NA,NA,NA,NA,NA
"18983","Stylidium emarginatum","Stylidium","Stylidiaceae",NA,NA,NA,0.065,NA,NA,NA,NA,NA
"18984","Stylidium expeditionis","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18985","Stylidium falcatum","Stylidium","Stylidiaceae",19,NA,NA,0.6,2,NA,NA,NA,NA
"18986","Stylidium fasciculatum","Stylidium","Stylidiaceae",32.5,NA,NA,0.7,3.75,NA,NA,NA,NA
"18987","Stylidium ferricola","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"18988","Stylidium fimbriatum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18989","Stylidium fissilobum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18990","Stylidium flagellum","Stylidium","Stylidiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"18991","Stylidium floribundum","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"18992","Stylidium fluminense","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18993","Stylidium galioides","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18994","Stylidium glabrifolium","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18995","Stylidium glandulosissimum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"18996","Stylidium glandulosum","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"18997","Stylidium glaucum","Stylidium","Stylidiaceae",45,NA,NA,0.65,4.5,NA,NA,NA,NA
"18998","Stylidium gloeophyllum","Stylidium","Stylidiaceae",NA,NA,NA,0.47,NA,NA,NA,NA,NA
"18999","Stylidium guttatum","Stylidium","Stylidiaceae",17.5,NA,NA,0.15,0.75,NA,NA,NA,NA
"19000","Stylidium hirsutum","Stylidium","Stylidiaceae",275,NA,NA,0.6,2,NA,NA,NA,NA
"19001","Stylidium hispidum","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"19002","Stylidium hortiorum","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"19003","Stylidium hymenocraspedum","Stylidium","Stylidiaceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"19004","Stylidium imbricatum","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"19005","Stylidium induratum","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"19006","Stylidium insensitivum","Stylidium","Stylidiaceae",NA,NA,NA,0.07,NA,NA,NA,NA,NA
"19007","Stylidium inversiflorum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"19008","Stylidium ireneae","Stylidium","Stylidiaceae",NA,NA,NA,0.28,NA,NA,NA,NA,NA
"19009","Stylidium junceum","Stylidium","Stylidiaceae",13,NA,NA,0.5,1.25,NA,NA,NA,NA
"19010","Stylidium kalbarriense","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19011","Stylidium keigheryi","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"19012","Stylidium korijekup","Stylidium","Stylidiaceae",NA,NA,NA,0.34,NA,NA,NA,NA,NA
"19013","Stylidium laciniatum","Stylidium","Stylidiaceae",7.5,NA,NA,3,1.25,NA,NA,NA,NA
"19014","Stylidium lateriticola","Stylidium","Stylidiaceae",10,NA,NA,0.4,0.75,NA,NA,NA,NA
"19015","Stylidium leeuwinense","Stylidium","Stylidiaceae",3,NA,NA,0.6,0.65,NA,NA,NA,NA
"19016","Stylidium lepidum","Stylidium","Stylidiaceae",NA,NA,NA,0.05,NA,NA,NA,NA,NA
"19017","Stylidium leptocalyx","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"19018","Stylidium leptophyllum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19019","Stylidium leptorrhizum","Stylidium","Stylidiaceae",NA,NA,NA,0.45,NA,NA,NA,NA,NA
"19020","Stylidium limbatum","Stylidium","Stylidiaceae",NA,NA,NA,0.45,NA,NA,NA,NA,NA
"19021","Stylidium lineatum","Stylidium","Stylidiaceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"19022","Stylidium lobuliflorum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19023","Stylidium longibracteatum","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"19024","Stylidium longicornu","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"19025","Stylidium longitubum","Stylidium","Stylidiaceae",4,NA,NA,0.12,1,NA,NA,NA,NA
"19026","Stylidium lowrieanum","Stylidium","Stylidiaceae",30,NA,NA,0.65,6,NA,NA,NA,NA
"19027","Stylidium luteum","Stylidium","Stylidiaceae",40,NA,NA,0.6,1.75,NA,NA,NA,NA
"19028","Stylidium macranthum","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"19029","Stylidium maitlandianum","Stylidium","Stylidiaceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"19030","Stylidium maritimum","Stylidium","Stylidiaceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA
"19031","Stylidium marradongense","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"19032","Stylidium miniatum","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"19033","Stylidium mucronatum","Stylidium","Stylidiaceae",NA,NA,NA,0.16,NA,NA,NA,NA,NA
"19034","Stylidium multiscapum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19035","Stylidium muscicola","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"19036","Stylidium nonscandens","Stylidium","Stylidiaceae",NA,NA,NA,0.46,NA,NA,NA,NA,NA
"19037","Stylidium nungarinense","Stylidium","Stylidiaceae",NA,NA,NA,0.47,NA,NA,NA,NA,NA
"19038","Stylidium nymphaeum","Stylidium","Stylidiaceae",NA,NA,NA,2.5,NA,NA,NA,NA,NA
"19039","Stylidium obtusatum","Stylidium","Stylidiaceae",4,NA,NA,0.1,2,NA,NA,NA,NA
"19040","Stylidium pachyrrhizum","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"19041","Stylidium paulineae","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"19042","Stylidium pendulum","Stylidium","Stylidiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"19043","Stylidium periscelianthum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"19044","Stylidium perizoster","Stylidium","Stylidiaceae",NA,NA,NA,0.12,NA,NA,NA,NA,NA
"19045","Stylidium perula","Stylidium","Stylidiaceae",NA,NA,NA,0.12,NA,NA,NA,NA,NA
"19046","Stylidium petiolare","Stylidium","Stylidiaceae",5.5,NA,NA,0.15,2,NA,NA,NA,NA
"19047","Stylidium piliferum","Stylidium","Stylidiaceae",21.5,NA,NA,0.5,1.75,NA,NA,NA,NA
"19048","Stylidium pilosum","Stylidium","Stylidiaceae",NA,NA,NA,0.75,NA,NA,NA,NA,NA
"19049","Stylidium planirosula","Stylidium","Stylidiaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"19050","Stylidium plantagineum","Stylidium","Stylidiaceae",325,NA,NA,1,13.5,NA,NA,NA,NA
"19051","Stylidium preissii","Stylidium","Stylidiaceae",NA,NA,NA,0.18,NA,NA,NA,NA,NA
"19052","Stylidium pritzelianum","Stylidium","Stylidiaceae",9.5,NA,NA,0.4,2.25,NA,NA,NA,NA
"19053","Stylidium prophyllum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19054","Stylidium pseudocaespitosum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19055","Stylidium pseudohirsutum","Stylidium","Stylidiaceae",NA,NA,NA,0.42,NA,NA,NA,NA,NA
"19056","Stylidium pseudosacculatum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"19057","Stylidium pubigerum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"19058","Stylidium pulchellum","Stylidium","Stylidiaceae",7,NA,NA,0.11,2,NA,NA,NA,NA
"19059","Stylidium pulviniforme","Stylidium","Stylidiaceae",NA,NA,NA,0.05,NA,NA,NA,NA,NA
"19060","Stylidium pycnostachyum","Stylidium","Stylidiaceae",NA,NA,NA,0.36,NA,NA,NA,NA,NA
"19061","Stylidium pygmaeum","Stylidium","Stylidiaceae",3,NA,NA,0.13,0.75,NA,NA,NA,NA
"19062","Stylidium repens","Stylidium","Stylidiaceae",7,NA,NA,0.15,0.5,NA,NA,NA,NA
"19063","Stylidium rhipidium","Stylidium","Stylidiaceae",NA,NA,NA,0.05,NA,NA,NA,NA,NA
"19064","Stylidium rhynchocarpum","Stylidium","Stylidiaceae",19,NA,NA,0.6,2,NA,NA,NA,NA
"19065","Stylidium ricae","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"19066","Stylidium rigidulum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19067","Stylidium rivulosum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"19068","Stylidium roseoalatum","Stylidium","Stylidiaceae",5,NA,NA,0.07,0.75,NA,NA,NA,NA
"19069","Stylidium roseonanum","Stylidium","Stylidiaceae",NA,NA,NA,0.03,NA,NA,NA,NA,NA
"19070","Stylidium rosulatum","Stylidium","Stylidiaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA
"19071","Stylidium rotundifolium","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19072","Stylidium rubriscapum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19073","Stylidium rupestre","Stylidium","Stylidiaceae",17.5,NA,NA,0.4,2.75,NA,NA,NA,NA
"19074","Stylidium sacculatum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"19075","Stylidium scabridum","Stylidium","Stylidiaceae",NA,NA,NA,0.24,NA,NA,NA,NA,NA
"19076","Stylidium scandens","Stylidium","Stylidiaceae",NA,NA,NA,0.85,NA,NA,NA,NA,NA
"19077","Stylidium scariosum","Stylidium","Stylidiaceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA
"19078","Stylidium schizanthum","Stylidium","Stylidiaceae",NA,NA,NA,0.27,NA,NA,NA,NA,NA
"19079","Stylidium schoenoides","Stylidium","Stylidiaceae",215,NA,NA,0.5,1.75,NA,NA,NA,NA
"19080","Stylidium sejunctum","Stylidium","Stylidiaceae",NA,NA,NA,0.45,NA,NA,NA,NA,NA
"19081","Stylidium semaphorum","Stylidium","Stylidiaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"19082","Stylidium semipartitum","Stylidium","Stylidiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"19083","Stylidium spathulatum","Stylidium","Stylidiaceae",45,NA,NA,0.5,9,NA,NA,NA,NA
"19084","Stylidium spinulosum","Stylidium","Stylidiaceae",22.5,NA,NA,0.2,0.75,NA,NA,NA,NA
"19085","Stylidium squamellosum","Stylidium","Stylidiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA
"19086","Stylidium squamosotuberosum","Stylidium","Stylidiaceae",5,NA,NA,1.5,1,NA,NA,NA,NA
"19087","Stylidium stenosepalum","Stylidium","Stylidiaceae",NA,NA,NA,0.38,NA,NA,NA,NA,NA
"19088","Stylidium striatum","Stylidium","Stylidiaceae",27.5,NA,NA,0.55,3.5,NA,NA,NA,NA
"19089","Stylidium tenue","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19090","Stylidium tenuicarpum","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"19091","Stylidium thesioides","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19092","Stylidium thylax","Stylidium","Stylidiaceae",NA,NA,NA,0.08,NA,NA,NA,NA,NA
"19093","Stylidium tinkeri","Stylidium","Stylidiaceae",NA,NA,NA,0.07,NA,NA,NA,NA,NA
"19094","Stylidium torticarpum","Stylidium","Stylidiaceae",NA,NA,NA,0.27,NA,NA,NA,NA,NA
"19095","Stylidium trudgenii","Stylidium","Stylidiaceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"19096","Stylidium turbinatum","Stylidium","Stylidiaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA
"19097","Stylidium turleyae","Stylidium","Stylidiaceae",NA,NA,NA,0.32,NA,NA,NA,NA,NA
"19098","Stylidium tylosum","Stylidium","Stylidiaceae",NA,NA,NA,0.13,NA,NA,NA,NA,NA
"19099","Stylidium udusicola","Stylidium","Stylidiaceae",NA,NA,NA,0.12,NA,NA,NA,NA,NA
"19100","Stylidium uniflorum","Stylidium","Stylidiaceae",55,NA,NA,0.12,0.75,NA,NA,NA,NA
"19101","Stylidium utricularioides","Stylidium","Stylidiaceae",NA,NA,NA,0.12,NA,NA,NA,NA,NA
"19102","Stylidium validum","Stylidium","Stylidiaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"19103","Stylidium verticillatum","Stylidium","Stylidiaceae",NA,NA,NA,0.32,NA,NA,NA,NA,NA
"19104","Stylidium violaceum","Stylidium","Stylidiaceae",65,NA,NA,0.7,1.5,NA,NA,NA,NA
"19105","Stylidium warriedarense","Stylidium","Stylidiaceae",NA,NA,NA,0.07,NA,NA,NA,NA,NA
